Symbol,Company Name,Prediction Horizon (Years),As Of Date,Predicted Total Return (%),Predicted CAGR (%),Annualized Volatility (%),Latest P/E Ratio,Latest Beta,Composite Risk Score,Risk Band (Composite),Risk Band (Volatility Only),Conservative Band,Expected Band,Optimistic Band
ZYDUSWELL.NS,Zydus Wellness Limited,1,18-06-2025,-21.26,-21.26,29.71,38.21,-0.07,0.396,Medium,Medium,-22.26% – -21.26%,-20.26% – -18.26%,-17.26% – -13.26%
SBICARD.NS,SBI Cards and Payment Services Limited,1,18-06-2025,-21.3,-21.3,24.9,48.29,0.38,0.4344,Medium,Medium,-22.3% – -21.3%,-20.3% – -18.3%,-17.3% – -13.3%
RAMANEWS.NS,Shree Rama Newsprint Limited,1,18-06-2025,-21.3,-21.3,55.87,,0.2,,Unknown,High,-22.3% – -21.3%,-20.3% – -18.3%,-17.3% – -13.3%
JYOTHYLAB.NS,Jyothy Labs Limited,1,18-06-2025,-21.41,-21.41,34.9,33.37,0.34,0.4065,Medium,High,-22.41% – -21.41%,-20.41% – -18.41%,-17.41% – -13.41%
LIBERTSHOE.NS,Liberty Shoes Ltd.,1,18-06-2025,-21.51,-21.51,56.38,52.4,-0.56,0.7,High,High,-22.51% – -21.51%,-20.51% – -18.51%,-17.51% – -13.51%
ICICIGI.NS,ICICI Lombard General Insurance Company Limited,1,18-06-2025,-21.52,-21.52,24.95,38.4,0.56,0.3629,Medium,Medium,-22.52% – -21.52%,-20.52% – -18.52%,-17.52% – -13.52%
GRAPHITE.NS,Graphite India Limited,1,18-06-2025,-21.6,-21.6,44.08,23.2,1.1,0.5321,Medium,High,-22.6% – -21.6%,-20.6% – -18.6%,-17.6% – -13.6%
MGL.NS,Mahanagar Gas Limited,1,18-06-2025,-21.67,-21.67,39.94,13.52,0.61,0.3208,Medium,High,-22.67% – -21.67%,-20.67% – -18.67%,-17.67% – -13.67%
KRBL.NS,KRBL Limited,1,18-06-2025,-21.7,-21.7,35.65,16.9,-0.2,0.2727,Low,High,-22.7% – -21.7%,-20.7% – -18.7%,-17.7% – -13.7%
MASFIN.NS,MAS Financial Services Limited,1,18-06-2025,-21.79,-21.79,29.57,16.81,0.22,0.2112,Low,Medium,-22.79% – -21.79%,-20.79% – -18.79%,-17.79% – -13.79%
CONCOR.NS,Container Corporation of India Limited,1,18-06-2025,-21.86,-21.86,29.97,35.22,0.22,0.3731,Medium,Medium,-22.86% – -21.86%,-20.86% – -18.86%,-17.86% – -13.86%
KITEX.NS,Kitex Garments Limited,1,18-06-2025,-21.95,-21.95,65.97,37.61,0.04,0.5938,Medium,High,-22.95% – -21.95%,-20.95% – -18.95%,-17.95% – -13.95%
MBAPL.NS,Madhya Bharat Agro Products Limited,1,18-06-2025,-21.99,-21.99,39.48,55.02,-0.22,0.5948,Medium,High,-22.99% – -21.99%,-20.99% – -18.99%,-17.99% – -13.99%
GESHIP.NS,The Great Eastern Shipping Company Limited,1,18-06-2025,-22,-22,37.26,5.78,0.71,0.4642,Medium,High,-23.0% – -22.0%,-21.0% – -19.0%,-18.0% – -14.0%
M&M.NS,Mahindra & Mahindra Limited,1,18-06-2025,-22,-22,30.65,26.3,0.58,0.3194,Medium,High,-23.0% – -22.0%,-21.0% – -19.0%,-18.0% – -14.0%
MITTAL.NS,Mittal Life Style Limited,1,18-06-2025,-22.18,-22.18,52.19,29.8,-0.12,0.5269,Medium,High,-23.18% – -22.18%,-21.18% – -19.18%,-18.18% – -14.18%
MONTECARLO.NS,Monte Carlo Fashions Limited,1,18-06-2025,-22.19,-22.19,40.77,15.2,0.11,0.3094,Medium,High,-23.19% – -22.19%,-21.19% – -19.19%,-18.19% – -14.19%
BOSCHLTD.NS,Bosch Limited,1,18-06-2025,-22.32,-22.32,24.53,47.41,0.53,0.4293,Medium,Medium,-23.32% – -22.32%,-21.32% – -19.32%,-18.32% – -14.32%
TNPL.NS,Tamil Nadu Newsprint and Papers Limited,1,18-06-2025,-22.35,-22.35,38.87,291.78,-0.17,0.5887,Medium,High,-23.35% – -22.35%,-21.35% – -19.35%,-18.35% – -14.35%
CUBEXTUB.NS,Cubex Tubings Limited,1,18-06-2025,-22.36,-22.36,53.64,23.31,1.04,0.5788,Medium,High,-23.36% – -22.36%,-21.36% – -19.36%,-18.36% – -14.36%
TIMETECHNO.NS,Time Technoplast Limited,1,18-06-2025,-22.49,-22.49,52.73,26.12,0.36,0.4953,Medium,High,-23.49% – -22.49%,-21.49% – -19.49%,-18.49% – -14.49%
SNOWMAN.NS,Snowman Logistics Limited,1,18-06-2025,-22.5,-22.5,46.8,179.97,0.89,0.7454,High,High,-23.5% – -22.5%,-21.5% – -19.5%,-18.5% – -14.5%
ITC.NS,ITC Limited,1,18-06-2025,-22.53,-22.53,19.49,26.36,0.06,0.1922,Low,Medium,-23.53% – -22.53%,-21.53% – -19.53%,-18.53% – -14.53%
PTL.NS,PTL Enterprises Limited,1,18-06-2025,-22.54,-22.54,26.57,15.11,0.07,0.1666,Low,Medium,-23.54% – -22.54%,-21.54% – -19.54%,-18.54% – -14.54%
UCOBANK.NS,UCO Bank,1,18-06-2025,-22.55,-22.55,40.71,15.09,0.61,0.3304,Medium,High,-23.55% – -22.55%,-21.55% – -19.55%,-18.55% – -14.55%
SHRENIK.NS,Shrenik Limited,1,18-06-2025,-22.61,-22.61,48.36,,0.56,,Unknown,High,-23.61% – -22.61%,-21.61% – -19.61%,-18.61% – -14.61%
ANIKINDS.NS,Anik Industries Limited,1,18-06-2025,-22.67,-22.67,49.11,101.43,0.34,0.6911,High,High,-23.67% – -22.67%,-21.67% – -19.67%,-18.67% – -14.67%
ITDCEM.NS,ITD Cementation India Limited,1,18-06-2025,-22.68,-22.68,52.12,37.13,0.34,0.5896,Medium,High,-23.68% – -22.68%,-21.68% – -19.68%,-18.68% – -14.68%
RUCHIRA.NS,Ruchira Papers Limited,1,18-06-2025,-22.76,-22.76,33.54,6.07,-0.33,0.3854,Medium,High,-23.76% – -22.76%,-21.76% – -19.76%,-18.76% – -14.76%
SUMICHEM.NS,Sumitomo Chemical India Limited,1,18-06-2025,-22.78,-22.78,38.81,49.44,-0.01,0.5833,Medium,High,-23.78% – -22.78%,-21.78% – -19.78%,-18.78% – -14.78%
DSSL.NS,Dynacons Systems & Solutions Limited,1,18-06-2025,-22.78,-22.78,50.2,19.38,0.39,0.4375,Medium,High,-23.78% – -22.78%,-21.78% – -19.78%,-18.78% – -14.78%
IFGLEXPOR.NS,IFGL Refractories Limited,1,18-06-2025,-22.81,-22.81,45.76,42.27,0.9,0.6711,High,High,-23.81% – -22.81%,-21.81% – -19.81%,-18.81% – -14.81%
WINSOME.NS,Winsome Yarns Limited,1,18-06-2025,-22.84,-22.84,24.07,,-13.32,,Unknown,Medium,-23.84% – -22.84%,-21.84% – -19.84%,-18.84% – -14.84%
TTKPRESTIG.NS,TTK Prestige Limited,1,18-06-2025,-22.93,-22.93,29.93,76.47,0.11,0.4993,Medium,Medium,-23.93% – -22.93%,-21.93% – -19.93%,-18.93% – -14.93%
HLVLTD.NS,HLV Limited,1,18-06-2025,-23,-23,49.17,33.55,-0.05,0.5507,Medium,High,-24.0% – -23.0%,-22.0% – -20.0%,-19.0% – -15.0%
HMVL.NS,Hindustan Media Ventures Limited,1,18-06-2025,-23.05,-23.05,42.74,8.03,0.11,0.4774,Medium,High,-24.05% – -23.05%,-22.05% – -20.05%,-19.05% – -15.05%
HDFCLIFE.NS,HDFC Life Insurance Company Limited,1,18-06-2025,-23.09,-23.09,24.17,90.91,0.71,0.4833,Medium,Medium,-24.09% – -23.09%,-22.09% – -20.09%,-19.09% – -15.09%
SOUTHWEST.NS,South West Pinnacle Exploration Limited,1,18-06-2025,-23.1,-23.1,58.49,26.03,-0.34,0.4945,Medium,High,-24.1% – -23.1%,-22.1% – -20.1%,-19.1% – -15.1%
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,1,18-06-2025,-23.17,-23.17,43.18,15.44,0.43,0.3356,Medium,High,-24.17% – -23.17%,-22.17% – -20.17%,-19.17% – -15.17%
PSPPROJECT.NS,PSP Projects Limited,1,18-06-2025,-23.19,-23.19,28.29,53.14,0,0.4829,Medium,Medium,-24.19% – -23.19%,-22.19% – -20.19%,-19.19% – -15.19%
GAIL.NS,GAIL (India) Limited,1,18-06-2025,-23.19,-23.19,31.68,10.03,0.62,0.2402,Low,High,-24.19% – -23.19%,-22.19% – -20.19%,-19.19% – -15.19%
NTPC.NS,NTPC Limited,1,18-06-2025,-23.29,-23.29,25.61,16.34,0.23,0.1676,Low,Medium,-24.29% – -23.29%,-22.29% – -20.29%,-19.29% – -15.29%
UPL.NS,UPL Limited,1,18-06-2025,-23.32,-23.32,27.37,66.17,0.68,0.5097,Medium,Medium,-24.32% – -23.32%,-22.32% – -20.32%,-19.32% – -15.32%
NDTV.NS,New Delhi Television Limited,1,18-06-2025,-23.49,-23.49,41.42,,0.89,,Unknown,High,-24.49% – -23.49%,-22.49% – -20.49%,-19.49% – -15.49%
GOACARBON.NS,Goa Carbon Limited,1,18-06-2025,-23.49,-23.49,44,,1.19,,Unknown,High,-24.49% – -23.49%,-22.49% – -20.49%,-19.49% – -15.49%
MOHITIND.NS,Mohit Industries Limited,1,18-06-2025,-23.5,-23.5,54.97,,0.15,,Unknown,High,-24.5% – -23.5%,-22.5% – -20.5%,-19.5% – -15.5%
EICHERMOT.NS,Eicher Motors Limited,1,18-06-2025,-23.53,-23.53,25.75,31.48,0.18,0.2988,Low,Medium,-24.53% – -23.53%,-22.53% – -20.53%,-19.53% – -15.53%
WELCORP.NS,Welspun Corp Limited,1,18-06-2025,-23.6,-23.6,40.79,12.57,0.18,0.3079,Medium,High,-24.6% – -23.6%,-22.6% – -20.6%,-19.6% – -15.6%
PONNIERODE.NS,Ponni Sugars (Erode) Limited,1,18-06-2025,-23.74,-23.74,39.88,14.94,0.06,0.2988,Low,High,-24.74% – -23.74%,-22.74% – -20.74%,-19.74% – -15.74%
BORORENEW.NS,Borosil Renewables Limited,1,18-06-2025,-23.78,-23.78,44.41,,0.34,,Unknown,High,-24.78% – -23.78%,-22.78% – -20.78%,-19.78% – -15.78%
ZEEMEDIA.NS,Zee Media Corporation Limited,1,18-06-2025,-23.9,-23.9,58.32,,0.53,,Unknown,High,-24.9% – -23.9%,-22.9% – -20.9%,-19.9% – -15.9%
MANGCHEFER.NS,Mangalore Chemicals & Fertilizers Limited,1,18-06-2025,-24.05,-24.05,43.5,22.88,-0.03,0.4025,Medium,High,-25.05% – -24.05%,-23.05% – -21.05%,-20.05% – -16.05%
DCMFINSERV.NS,DCM Financial Services Limited,1,18-06-2025,-24.07,-24.07,51.26,,0.92,,Unknown,High,-25.07% – -24.07%,-23.07% – -21.07%,-20.07% – -16.07%
SIMPLEXINF.NS,Simplex Infrastructures Limited,1,18-06-2025,-24.08,-24.08,49.84,137.97,0.24,0.6984,High,High,-25.08% – -24.08%,-23.08% – -21.08%,-20.08% – -16.08%
ESSARSHPNG.NS,Essar Shipping Limited,1,18-06-2025,-24.09,-24.09,57.97,0.94,0.9,0.6302,High,High,-25.09% – -24.09%,-23.09% – -21.09%,-20.09% – -16.09%
MEP.NS,MEP Infrastructure Developers Limited,1,18-06-2025,-24.1,-24.1,47.94,,0.74,,Unknown,High,-25.1% – -24.1%,-23.1% – -21.1%,-20.1% – -16.1%
MUTHOOTFIN.NS,Muthoot Finance Limited,1,18-06-2025,-24.15,-24.15,30.7,20,0.54,0.2587,Low,High,-25.15% – -24.15%,-23.15% – -21.15%,-20.15% – -16.15%
LUMAXTECH.NS,Lumax Auto Technologies Limited,1,18-06-2025,-24.16,-24.16,46.26,42.41,0.41,0.5976,Medium,High,-25.16% – -24.16%,-23.16% – -21.16%,-20.16% – -16.16%
RPGLIFE.NS,RPG Life Sciences Limited,1,18-06-2025,-24.17,-24.17,49.06,20.87,-0.27,0.4409,Medium,High,-25.17% – -24.17%,-23.17% – -21.17%,-20.17% – -16.17%
TOUCHWOOD.NS,Touchwood Entertainment Limited,1,18-06-2025,-24.27,-24.27,59.53,25.15,-0.15,0.487,Medium,High,-25.27% – -24.27%,-23.27% – -21.27%,-20.27% – -16.27%
APLLTD.NS,Alembic Pharmaceuticals Limited,1,18-06-2025,-24.54,-24.54,41.91,32.26,0.5,0.4673,Medium,High,-25.54% – -24.54%,-23.54% – -21.54%,-20.54% – -16.54%
GPPL.NS,Gujarat Pipavav Port Limited,1,18-06-2025,-24.54,-24.54,35.68,19.37,0.32,0.2943,Low,High,-25.54% – -24.54%,-23.54% – -21.54%,-20.54% – -16.54%
ALANKIT.NS,Alankit Limited,1,18-06-2025,-24.58,-24.58,48.32,20.47,0.73,0.4759,Medium,High,-25.58% – -24.58%,-23.58% – -21.58%,-20.58% – -16.58%
MALUPAPER.NS,Malu Paper Mills Limited,1,18-06-2025,-24.64,-24.64,62.53,,-0.53,,Unknown,High,-25.64% – -24.64%,-23.64% – -21.64%,-20.64% – -16.64%
BHARATFORG.NS,Bharat Forge Limited,1,18-06-2025,-24.68,-24.68,32.35,64.9,0.59,0.5415,Medium,High,-25.68% – -24.68%,-23.68% – -21.68%,-20.68% – -16.68%
OBEROIRLTY.NS,Oberoi Realty Limited,1,18-06-2025,-24.74,-24.74,35.91,31.12,0.29,0.3972,Medium,High,-25.74% – -24.74%,-23.74% – -21.74%,-20.74% – -16.74%
WILLAMAGOR.NS,Williamson Magor & Co. Limited,1,18-06-2025,-24.74,-24.74,50.1,,0.69,,Unknown,High,-25.74% – -24.74%,-23.74% – -21.74%,-20.74% – -16.74%
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,1,18-06-2025,-24.81,-24.81,36.1,,-0.38,,Unknown,High,-25.81% – -24.81%,-23.81% – -21.81%,-20.81% – -16.81%
BEML.NS,BEML Limited,1,18-06-2025,-25.1,-25.1,50.88,63.82,0.65,0.7302,High,High,-26.1% – -25.1%,-24.1% – -22.1%,-21.1% – -17.1%
MRF.NS,MRF Limited,1,18-06-2025,-25.27,-25.27,20.81,31.32,0.25,0.2479,Low,Medium,-26.27% – -25.27%,-24.27% – -22.27%,-21.27% – -17.27%
SEQUENT.NS,Sequent Scientific Limited,1,18-06-2025,-25.28,-25.28,53.19,229.41,1.12,0.8232,High,High,-26.28% – -25.28%,-24.28% – -22.28%,-21.28% – -17.28%
RAMCOIND.NS,Ramco Industries Limited,1,18-06-2025,-25.28,-25.28,35.35,12.81,-0.03,0.2535,Low,High,-26.28% – -25.28%,-24.28% – -22.28%,-21.28% – -17.28%
DBCORP.NS,D. B. Corp Limited,1,18-06-2025,-25.37,-25.37,44.43,12.84,0.11,0.3443,Medium,High,-26.37% – -25.37%,-24.37% – -22.37%,-21.37% – -17.37%
INDNIPPON.NS,India Nippon Electricals Limited,1,18-06-2025,-25.5,-25.5,33.29,19.61,0.01,0.2723,Low,High,-26.5% – -25.5%,-24.5% – -22.5%,-21.5% – -17.5%
GANESHHOUC.NS,Ganesh Housing Corporation Limited,1,18-06-2025,-25.68,-25.68,49.26,13.4,-0.39,0.3926,Medium,High,-26.68% – -25.68%,-24.68% – -22.68%,-21.68% – -17.68%
BHAGERIA.NS,Bhageria Industries Limited,1,18-06-2025,-25.79,-25.79,48.12,20.11,0.55,0.435,Medium,High,-26.79% – -25.79%,-24.79% – -22.79%,-21.79% – -17.79%
ORIENTALTL.NS,Oriental Trimex Limited,1,18-06-2025,-25.95,-25.95,61.26,10.75,0.49,0.4,Medium,High,-26.95% – -25.95%,-24.95% – -22.95%,-21.95% – -17.95%
TFCILTD.NS,Tourism Finance Corporation of India Limited,1,18-06-2025,-25.96,-25.96,48.99,19.95,-0.02,0.4323,Medium,High,-26.96% – -25.96%,-24.96% – -22.96%,-21.96% – -17.96%
EMAMILTD.NS,Emami Limited,1,18-06-2025,-25.96,-25.96,35.66,30.74,0.37,0.3915,Medium,High,-26.96% – -25.96%,-24.96% – -22.96%,-21.96% – -17.96%
MAHEPC.NS,Mahindra EPC Irrigation Limited,1,18-06-2025,-26.08,-26.08,49.51,53.25,0.3,0.6951,High,High,-27.08% – -26.08%,-25.08% – -23.08%,-22.08% – -18.08%
NACLIND.NS,NACL Industries Limited,1,18-06-2025,-26.3,-26.3,61.91,,0.28,,Unknown,High,-27.3% – -26.3%,-25.3% – -23.3%,-22.3% – -18.3%
SWARAJENG.NS,Swaraj Engines Limited,1,18-06-2025,-26.45,-26.45,39.7,30.39,0.22,0.4289,Medium,High,-27.45% – -26.45%,-25.45% – -23.45%,-22.45% – -18.45%
SHARDACROP.NS,Sharda Cropchem Limited,1,18-06-2025,-26.62,-26.62,54.07,24.1,0.28,0.478,Medium,High,-27.62% – -26.62%,-25.62% – -23.62%,-22.62% – -18.62%
HDFCAMC.NS,HDFC Asset Management Company Limited,1,18-06-2025,-26.66,-26.66,29.91,43.5,0.46,0.4434,Medium,Medium,-27.66% – -26.66%,-25.66% – -23.66%,-22.66% – -18.66%
CDSL.NS,Central Depository Services (India) Limited,1,18-06-2025,-26.8,-26.8,47.51,66.65,0.34,0.6751,High,High,-27.8% – -26.8%,-25.8% – -23.8%,-22.8% – -18.8%
BHAGYANGR.NS,Bhagyanagar India Limited,1,18-06-2025,-26.86,-26.86,41.45,17.15,0.77,0.3861,Medium,High,-27.86% – -26.86%,-25.86% – -23.86%,-22.86% – -18.86%
TIIL.NS,Technocraft Industries (India) Limited,1,18-06-2025,-26.96,-26.96,47.47,25.83,0.11,0.4675,Medium,High,-27.96% – -26.96%,-25.96% – -23.96%,-22.96% – -18.96%
CENTRUM.NS,Centrum Capital Limited,1,18-06-2025,-26.99,-26.99,51.71,,0.44,,Unknown,High,-27.99% – -26.99%,-25.99% – -23.99%,-22.99% – -18.99%
ORICONENT.NS,Oricon Enterprises Limited,1,18-06-2025,-27.18,-27.18,47.76,300.87,0.27,0.6776,High,High,-28.18% – -27.18%,-26.18% – -24.18%,-23.18% – -19.18%
GOKUL.NS,Gokul Refoils & Solvent Limited,1,18-06-2025,-27.2,-27.2,44.46,30.65,0.19,0.4788,Medium,High,-28.2% – -27.2%,-26.2% – -24.2%,-23.2% – -19.2%
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,1,18-06-2025,-27.29,-27.29,30.49,14.91,0.34,0.2049,Low,High,-28.29% – -27.29%,-26.29% – -24.29%,-23.29% – -19.29%
BAGFILMS.NS,B.A.G. Films and Media Limited,1,18-06-2025,-27.38,-27.38,54.23,24.32,-0.1,0.4799,Medium,High,-28.38% – -27.38%,-26.38% – -24.38%,-23.38% – -19.38%
GOCLCORP.NS,GOCL Corporation Limited,1,18-06-2025,-27.44,-27.44,45.71,19.74,0.66,0.4306,Medium,High,-28.44% – -27.44%,-26.44% – -24.44%,-23.44% – -19.44%
INDIANHUME.NS,The Indian Hume Pipe Company Limited,1,18-06-2025,-27.55,-27.55,55.49,3.92,,,Unknown,High,-28.55% – -27.55%,-26.55% – -24.55%,-23.55% – -19.55%
TBZ.NS,Tribhovandas Bhimji Zaveri Limited,1,18-06-2025,-27.62,-27.62,66.38,18.31,0.62,0.4516,Medium,High,-28.62% – -27.62%,-26.62% – -24.62%,-23.62% – -19.62%
SHANKARA.NS,Shankara Building Products Limited,1,18-06-2025,-27.73,-27.73,52.68,32.6,-0.52,0.5509,Medium,High,-28.73% – -27.73%,-26.73% – -24.73%,-23.73% – -19.73%
JTEKTINDIA.NS,JTEKT India Limited,1,18-06-2025,-27.76,-27.76,38.58,48.07,0.67,0.6037,High,High,-28.76% – -27.76%,-26.76% – -24.76%,-23.76% – -19.76%
TVSELECT.NS,TVS Electronics Limited,1,18-06-2025,-27.83,-27.83,56.45,,0.51,,Unknown,High,-28.83% – -27.83%,-26.83% – -24.83%,-23.83% – -19.83%
GIPCL.NS,Gujarat Industries Power Company Limited,1,18-06-2025,-27.92,-27.92,45.57,14.02,0.01,0.3557,Medium,High,-28.92% – -27.92%,-26.92% – -24.92%,-23.92% – -19.92%
MADHAV.NS,Madhav Marbles and Granites Limited,1,18-06-2025,-27.99,-27.99,50.91,,0.42,,Unknown,High,-28.99% – -27.99%,-26.99% – -24.99%,-23.99% – -19.99%
SAGARDEEP.NS,Sagardeep Alloys Limited,1,18-06-2025,-28.21,-28.21,44.13,69.74,0.01,0.6413,High,High,-29.21% – -28.21%,-27.21% – -25.21%,-24.21% – -20.21%
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,1,18-06-2025,-28.28,-28.28,70.79,,0.53,,Unknown,High,-29.28% – -28.28%,-27.28% – -25.28%,-24.28% – -20.28%
ATLANTAA.NS,Atlantaa Limited,1,18-06-2025,-28.39,-28.39,46.16,6.94,0.76,0.5642,Medium,High,-29.39% – -28.39%,-27.39% – -25.39%,-24.39% – -20.39%
SUPRAJIT.NS,Suprajit Engineering Limited,1,18-06-2025,-28.73,-28.73,37.61,64.53,0.25,0.5761,Medium,High,-29.73% – -28.73%,-27.73% – -25.73%,-24.73% – -20.73%
MAHASTEEL.NS,Mahamaya Steel Industries Limited,1,18-06-2025,-28.93,-28.93,39.54,70,-0.37,0.5954,Medium,High,-29.93% – -28.93%,-27.93% – -25.93%,-24.93% – -20.93%
MANAPPURAM.NS,Manappuram Finance Limited,1,18-06-2025,-29.06,-29.06,40.37,18.78,,,Unknown,High,-30.06% – -29.06%,-28.06% – -26.06%,-25.06% – -21.06%
HMT.NS,HMT Limited,1,18-06-2025,-29.09,-29.09,46.37,,0.14,,Unknown,High,-30.09% – -29.09%,-28.09% – -26.09%,-25.09% – -21.09%
INDUSTOWER.NS,Indus Towers Limited,1,18-06-2025,-29.22,-29.22,32.45,10.43,0.01,0.2245,Low,High,-30.22% – -29.22%,-28.22% – -26.22%,-25.22% – -21.22%
MOTOGENFIN.NS,The Motor & General Finance Limited,1,18-06-2025,-29.24,-29.24,46.86,127.38,0.24,0.6686,High,High,-30.24% – -29.24%,-28.24% – -26.24%,-25.24% – -21.24%
RKDL.NS,Ravi Kumar Distilleries Limited,1,18-06-2025,-29.35,-29.35,51.22,426.57,-0.68,0.7,High,High,-30.35% – -29.35%,-28.35% – -26.35%,-25.35% – -21.35%
NAVA.NS,Nava Limited,1,18-06-2025,-29.37,-29.37,51.85,14.82,0.15,0.4,Medium,High,-30.37% – -29.37%,-28.37% – -26.37%,-25.37% – -21.37%
THOMASCOOK.NS,Thomas Cook (India) Limited,1,18-06-2025,-29.55,-29.55,51.83,30.08,0.42,0.5293,Medium,High,-30.55% – -29.55%,-28.55% – -26.55%,-25.55% – -21.55%
INTELLECT.NS,Intellect Design Arena Limited,1,18-06-2025,-29.61,-29.61,47.82,62.86,0.93,0.7648,High,High,-30.61% – -29.61%,-28.61% – -26.61%,-25.61% – -21.61%
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,1,18-06-2025,-29.63,-29.63,44.38,24.68,0.57,0.4409,Medium,High,-30.63% – -29.63%,-28.63% – -26.63%,-25.63% – -21.63%
REPCOHOME.NS,Repco Home Finance Limited,1,18-06-2025,-29.8,-29.8,36.3,5.78,0.7,0.4538,Medium,High,-30.8% – -29.8%,-28.8% – -26.8%,-25.8% – -21.8%
INDIANB.NS,Indian Bank,1,18-06-2025,-29.81,-29.81,33.28,7.47,0.38,0.3828,Medium,High,-30.81% – -29.81%,-28.81% – -26.81%,-25.81% – -21.81%
DPSCLTD.NS,India Power Corporation Limited,1,18-06-2025,-30.05,-30.05,45.46,123,0.33,0.6546,High,High,-31.05% – -30.05%,-29.05% – -27.05%,-26.05% – -22.05%
AXISCADES.NS,AXISCADES Technologies Limited,1,18-06-2025,-30.15,-30.15,59.66,78.11,0.26,0.7,High,High,-31.15% – -30.15%,-29.15% – -27.15%,-26.15% – -22.15%
NLCINDIA.NS,NLC India Limited,1,18-06-2025,-30.45,-30.45,42.25,11.59,0.43,0.3225,Medium,High,-31.45% – -30.45%,-29.45% – -27.45%,-26.45% – -22.45%
EIHOTEL.NS,EIH Limited,1,18-06-2025,-30.55,-30.55,34.27,29.85,-0.24,0.37,Medium,High,-31.55% – -30.55%,-29.55% – -27.55%,-26.55% – -22.55%
CARERATING.NS,CARE Ratings Limited,1,18-06-2025,-30.58,-30.58,44.47,41.62,0.76,0.6249,High,High,-31.58% – -30.58%,-29.58% – -27.58%,-26.58% – -22.58%
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,1,18-06-2025,-30.65,-30.65,43.03,29.06,0.3,0.4508,Medium,High,-31.65% – -30.65%,-29.65% – -27.65%,-26.65% – -22.65%
NEXTMEDIA.NS,Next Mediaworks Limited,1,18-06-2025,-30.67,-30.67,54.52,0.75,-0.47,0.55,Medium,High,-31.67% – -30.67%,-29.67% – -27.67%,-26.67% – -22.67%
ASHOKA.NS,Ashoka Buildcon Limited,1,18-06-2025,-30.83,-30.83,48.1,3.39,0.46,0.531,Medium,High,-31.83% – -30.83%,-29.83% – -27.83%,-26.83% – -22.83%
LALPATHLAB.NS,Dr. Lal PathLabs Limited,1,18-06-2025,-30.94,-30.94,26.31,49.64,0.2,0.46,Medium,Medium,-31.94% – -30.94%,-29.94% – -27.94%,-26.94% – -22.94%
CEATLTD.NS,CEAT Limited,1,18-06-2025,-31.38,-31.38,37.3,30.9,0.49,0.4093,Medium,High,-32.38% – -31.38%,-30.38% – -28.38%,-27.38% – -23.38%
SRPL.NS,Shree Ram Proteins Limited,1,18-06-2025,-31.7,-31.7,51.99,,-0.28,,Unknown,High,-32.7% – -31.7%,-30.7% – -28.7%,-27.7% – -23.7%
SEPC.NS,SEPC Limited,1,18-06-2025,-31.88,-31.88,62.93,88.8,0.27,0.7,High,High,-32.88% – -31.88%,-30.88% – -28.88%,-27.88% – -23.88%
UMANGDAIRY.NS,Umang Dairies Limited,1,18-06-2025,-31.94,-31.94,57.4,331.64,0.49,0.7,High,High,-32.94% – -31.94%,-30.94% – -28.94%,-27.94% – -23.94%
CIEINDIA.NS,CIE Automotive India Limited,1,18-06-2025,-32.04,-32.04,28.12,21.24,-0.12,0.2346,Low,Medium,-33.04% – -32.04%,-31.04% – -29.04%,-28.04% – -24.04%
VMART.NS,V-Mart Retail Limited,1,18-06-2025,-32.15,-32.15,41.03,159.36,0.47,0.6103,High,High,-33.15% – -32.15%,-31.15% – -29.15%,-28.15% – -24.15%
CINEVISTA.NS,Cinevista Limited,1,18-06-2025,-32.21,-32.21,56.98,,0.05,,Unknown,High,-33.21% – -32.21%,-31.21% – -29.21%,-28.21% – -24.21%
PFS.NS,PTC India Financial Services Limited,1,18-06-2025,-32.26,-32.26,50.45,12.08,0.62,0.4238,Medium,High,-33.26% – -32.26%,-31.26% – -29.26%,-28.26% – -24.26%
PATINTLOG.NS,Patel Integrated Logistics Limited,1,18-06-2025,-32.35,-32.35,52.36,13.78,0.6,0.4204,Medium,High,-33.35% – -32.35%,-31.35% – -29.35%,-28.35% – -24.35%
RELIGARE.NS,Religare Enterprises Limited,1,18-06-2025,-32.4,-32.4,41.31,60.17,-0.56,0.6131,High,High,-33.4% – -32.4%,-31.4% – -29.4%,-28.4% – -24.4%
PILITA.NS,Pil Italica Lifestyle Limited,1,18-06-2025,-32.52,-32.52,52.51,71.32,0.45,0.7,High,High,-33.52% – -32.52%,-31.52% – -29.52%,-28.52% – -24.52%
SAKHTISUG.NS,Sakthi Sugars Limited,1,18-06-2025,-32.63,-32.63,46.6,3.79,0,0.516,Medium,High,-33.63% – -32.63%,-31.63% – -29.63%,-28.63% – -24.63%
EVEREADY.NS,Eveready Industries India Limited,1,18-06-2025,-32.68,-32.68,39.26,28.28,0.79,0.4638,Medium,High,-33.68% – -32.68%,-31.68% – -29.68%,-28.68% – -24.68%
